time	charge	amps	volts
1.000000	0.000003	0.000011	3.496880
2.000000	0.000005	0.000009	3.496880
3.000000	0.000008	0.000008	3.496880
4.000000	0.000010	0.000008	3.496880
5.000000	0.000012	0.000008	3.496880
6.000000	0.000014	0.000008	3.496880
7.000000	0.000016	0.000008	3.496880
8.000000	0.000019	0.000008	3.496880
9.000000	0.000021	0.000008	3.496880
10.000000	0.000023	0.000008	3.496880
11.000000	0.000025	0.000008	3.496880
12.000000	0.000028	0.000008	3.496880
13.000000	0.000030	0.000008	3.496880
14.000000	0.000032	0.000007	3.496880
15.000000	0.000034	0.000007	3.496880
16.000000	0.000036	0.000006	3.496880
17.000000	0.000037	0.000006	3.496880
18.000000	0.000039	0.000006	3.497260
19.000000	0.000041	0.000006	3.497260
20.000000	0.000043	0.000007	3.497260
21.000000	0.000045	0.000006	3.497260
22.000000	0.000047	0.000009	3.497260
23.000000	0.000049	0.000006	3.497260
24.000000	0.000051	0.000006	3.497260
25.000000	0.000054	0.000012	3.497260
26.000000	0.000056	0.000007	3.497260
27.000000	0.000058	0.000007	3.497260
28.000000	0.000059	0.000006	3.496880
29.000000	0.000061	0.000006	3.497260
30.000000	0.000063	0.000006	3.497260
31.000000	0.000065	0.000008	3.497260
32.000000	0.000067	0.000006	3.497260
33.000000	0.000070	0.000010	3.497260
34.000000	0.000073	0.000012	3.497260
35.000000	0.000075	0.000007	3.497260
36.000000	0.000077	0.000007	3.497260
37.000000	0.000080	0.000010	3.497260
38.000000	0.000082	0.000008	3.497260
39.000000	0.000084	0.000007	3.497260
40.000000	0.000086	0.000007	3.497260
41.000000	0.000088	0.000008	3.497260
42.000000	0.000090	0.000008	3.497260
43.000000	0.000092	0.000007	3.496880
44.000000	0.000094	0.000007	3.497260
45.000000	0.000096	0.000007	3.497260
46.000000	0.000098	0.000007	3.497260
47.000000	0.000099	0.000006	3.496880
48.000000	0.000101	0.000006	3.496880
49.000000	0.000103	0.000006	3.496880
50.000000	0.000105	0.000006	3.496880
51.000000	0.000106	0.000006	3.496880
52.000000	0.000108	0.000006	3.496880
53.000000	0.000110	0.000006	3.496880
54.000000	0.000112	0.000006	3.496880
55.000000	0.000113	0.000007	3.496880
56.000000	0.000115	0.000006	3.497260
57.000000	0.000117	0.000007	3.496880
58.000000	0.000119	0.000006	3.496880
59.000000	0.000121	0.000006	3.497260
60.000000	0.000122	0.000006	3.496880
61.000000	0.000124	0.000006	3.497260
62.000000	0.000126	0.000006	3.497260
63.000000	0.000127	0.000006	3.497260
64.000000	0.000129	0.000006	3.497260
65.000000	0.000131	0.000006	3.497260
66.000000	0.000132	0.000006	3.497260
67.000000	0.000134	0.000006	3.497260
68.000000	0.000135	0.000006	3.497260
69.000000	0.000137	0.000006	3.497260
70.000000	0.000139	0.000006	3.497260
71.000000	0.000140	0.000006	3.497260
72.000000	0.000142	0.000006	3.497260
73.000000	0.000144	0.000006	3.497260
74.000000	0.000145	0.000006	3.497260
75.000000	0.000147	0.000006	3.497260
76.000000	0.000149	0.000006	3.497260
77.000000	0.000150	0.000006	3.497260
78.000000	0.000152	0.000006	3.497260
