time	charge	amps	volts
1.000000	-0.000007	-0.000025	-0.737838
2.000000	-0.000014	-0.000025	-0.780561
3.000000	-0.000021	-0.000025	-0.799359
4.000000	-0.000028	-0.000025	-0.809613
5.000000	-0.000034	-0.000025	-0.817398
6.000000	-0.000041	-0.000025	-0.821005
7.000000	-0.000048	-0.000025	-0.823664
8.000000	-0.000055	-0.000025	-0.827651
9.000000	-0.000062	-0.000025	-0.831829
10.000000	-0.000069	-0.000025	-0.832208
11.000000	-0.000076	-0.000025	-0.834297
12.000000	-0.000083	-0.000025	-0.831259
13.000000	-0.000090	-0.000025	-0.828791
14.000000	-0.000097	-0.000025	-0.826132
15.000000	-0.000103	-0.000025	-0.823284
16.000000	-0.000110	-0.000025	-0.822525
17.000000	-0.000117	-0.000025	-0.821005
18.000000	-0.000124	-0.000025	-0.821955
19.000000	-0.000131	-0.000025	-0.818537
20.000000	-0.000138	-0.000025	-0.818727
21.000000	-0.000145	-0.000025	-0.818157
22.000000	-0.000152	-0.000025	-0.814550
23.000000	-0.000159	-0.000025	-0.813600
24.000000	-0.000166	-0.000025	-0.815499
25.000000	-0.000173	-0.000025	-0.813220
26.000000	-0.000179	-0.000025	-0.811701
27.000000	-0.000186	-0.000025	-0.809043
28.000000	-0.000193	-0.000025	-0.808663
29.000000	-0.000200	-0.000025	-0.809423
30.000000	-0.000207	-0.000025	-0.799929
31.000000	-0.000214	-0.000025	-0.799359
32.000000	-0.000221	-0.000025	-0.801258
33.000000	-0.000228	-0.000025	-0.800688
34.000000	-0.000235	-0.000025	-0.800499
35.000000	-0.000242	-0.000025	-0.802018
36.000000	-0.000249	-0.000025	-0.799929
37.000000	-0.000255	-0.000025	-0.806575
38.000000	-0.000262	-0.000025	-0.801828
39.000000	-0.000269	-0.000025	-0.858222
40.000000	-0.000276	-0.000025	-0.830499
41.000000	-0.000283	-0.000025	-0.828601
42.000000	-0.000290	-0.000025	-0.829740
43.000000	-0.000297	-0.000025	-0.829170
44.000000	-0.000304	-0.000025	-0.841892
45.000000	-0.000311	-0.000025	-0.838474
46.000000	-0.000318	-0.000025	-0.831449
47.000000	-0.000324	-0.000025	-0.825942
48.000000	-0.000331	-0.000025	-0.829550
49.000000	-0.000338	-0.000025	-0.813790
50.000000	-0.000345	-0.000025	-0.813410
51.000000	-0.000352	-0.000025	-0.814929
52.000000	-0.000359	-0.000025	-0.816448
53.000000	-0.000366	-0.000025	-0.817588
54.000000	-0.000373	-0.000025	-0.817967
55.000000	-0.000380	-0.000025	-0.822904
56.000000	-0.000387	-0.000025	-0.817398
57.000000	-0.000394	-0.000025	-0.820816
58.000000	-0.000400	-0.000025	-0.808853
59.000000	-0.000407	-0.000025	-0.803537
60.000000	-0.000414	-0.000025	-0.805435
61.000000	-0.000421	-0.000025	-0.819676
62.000000	-0.000428	-0.000025	-0.825942
63.000000	-0.000435	-0.000025	-0.809423
64.000000	-0.000442	-0.000025	-0.789486
65.000000	-0.000449	-0.000025	-0.801258
66.000000	-0.000456	-0.000025	-0.806195
67.000000	-0.000463	-0.000025	-0.803916
68.000000	-0.000470	-0.000025	-0.800878
69.000000	-0.000476	-0.000025	-0.795182
70.000000	-0.000483	-0.000025	-0.792334
71.000000	-0.000490	-0.000025	-0.781511
72.000000	-0.000497	-0.000025	-0.794802
73.000000	-0.000504	-0.000025	-0.758155
74.000000	-0.000511	-0.000025	-0.751510
75.000000	-0.000518	-0.000025	-0.748851
76.000000	-0.000525	-0.000025	-0.746193
77.000000	-0.000532	-0.000025	-0.743155
78.000000	-0.000539	-0.000025	-0.742585
79.000000	-0.000546	-0.000025	-0.742016
80.000000	-0.000552	-0.000025	-0.741446
81.000000	-0.000559	-0.000025	-0.742016
82.000000	-0.000566	-0.000025	-0.740497
83.000000	-0.000573	-0.000025	-0.740307
84.000000	-0.000580	-0.000025	-0.739737
85.000000	-0.000587	-0.000025	-0.738788
86.000000	-0.000594	-0.000025	-0.738028
87.000000	-0.000601	-0.000025	-0.738028
88.000000	-0.000608	-0.000025	-0.737079
89.000000	-0.000615	-0.000025	-0.736889
90.000000	-0.000621	-0.000025	-0.734041
91.000000	-0.000628	-0.000025	-0.733661
92.000000	-0.000635	-0.000025	-0.732712
93.000000	-0.000642	-0.000025	-0.733471
94.000000	-0.000649	-0.000025	-0.731762
95.000000	-0.000656	-0.000025	-0.732332
96.000000	-0.000663	-0.000025	-0.730813
97.000000	-0.000670	-0.000025	-0.729863
98.000000	-0.000677	-0.000025	-0.730433
99.000000	-0.000684	-0.000025	-0.727965
100.000000	-0.000691	-0.000025	-0.729294
101.000000	-0.000697	-0.000025	-0.728534
102.000000	-0.000704	-0.000025	-0.727965
103.000000	-0.000711	-0.000025	-0.727775
104.000000	-0.000718	-0.000025	-0.727015
105.000000	-0.000725	-0.000025	-0.726635
106.000000	-0.000732	-0.000025	-0.729484
107.000000	-0.000739	-0.000025	-0.737269
108.000000	-0.000746	-0.000025	-0.742016
109.000000	-0.000753	-0.000025	-0.736889
110.000000	-0.000760	-0.000025	-0.731952
