time	charge	amps	volts
1.000000	-0.000007	-0.000025	-1.248990
2.000000	-0.000014	-0.000025	-1.324380
3.000000	-0.000021	-0.000025	-1.372410
4.000000	-0.000028	-0.000025	-1.415900
5.000000	-0.000034	-0.000025	-1.455580
6.000000	-0.000041	-0.000025	-1.492420
7.000000	-0.000048	-0.000025	-1.526790
8.000000	-0.000055	-0.000025	-1.558500
9.000000	-0.000062	-0.000025	-1.586980
10.000000	-0.000069	-0.000025	-1.612990
11.000000	-0.000076	-0.000025	-1.636730
12.000000	-0.000083	-0.000025	-1.656850
13.000000	-0.000090	-0.000025	-1.674130
14.000000	-0.000097	-0.000025	-1.688370
15.000000	-0.000104	-0.000025	-1.700530
16.000000	-0.000111	-0.000025	-1.710400
17.000000	-0.000118	-0.000025	-1.718370
18.000000	-0.000125	-0.000025	-1.725210
19.000000	-0.000131	-0.000025	-1.730530
20.000000	-0.000138	-0.000025	-1.735080
21.000000	-0.000145	-0.000025	-1.738880
22.000000	-0.000152	-0.000025	-1.742110
23.000000	-0.000159	-0.000025	-1.744960
24.000000	-0.000166	-0.000025	-1.747430
25.000000	-0.000173	-0.000025	-1.749520
26.000000	-0.000180	-0.000025	-1.751410
27.000000	-0.000187	-0.000025	-1.753120
28.000000	-0.000194	-0.000025	-1.754640
29.000000	-0.000201	-0.000025	-1.755970
30.000000	-0.000208	-0.000025	-1.757110
31.000000	-0.000215	-0.000025	-1.758250
32.000000	-0.000222	-0.000025	-1.759390
33.000000	-0.000229	-0.000025	-1.760150
34.000000	-0.000236	-0.000025	-1.760910
35.000000	-0.000243	-0.000025	-1.761670
36.000000	-0.000250	-0.000025	-1.762430
37.000000	-0.000257	-0.000025	-1.763380
38.000000	-0.000263	-0.000025	-1.763950
39.000000	-0.000270	-0.000025	-1.764520
40.000000	-0.000277	-0.000025	-1.765280
41.000000	-0.000284	-0.000025	-1.765840
42.000000	-0.000291	-0.000025	-1.766410
43.000000	-0.000298	-0.000025	-1.766980
44.000000	-0.000305	-0.000025	-1.767550
45.000000	-0.000312	-0.000025	-1.767930
46.000000	-0.000319	-0.000025	-1.768500
47.000000	-0.000326	-0.000025	-1.769070
48.000000	-0.000333	-0.000025	-1.769450
49.000000	-0.000340	-0.000025	-1.770210
50.000000	-0.000347	-0.000025	-1.770590
51.000000	-0.000354	-0.000025	-1.771350
52.000000	-0.000361	-0.000025	-1.771730
53.000000	-0.000368	-0.000025	-1.772110
54.000000	-0.000375	-0.000025	-1.772680
55.000000	-0.000382	-0.000025	-1.773250
56.000000	-0.000389	-0.000025	-1.773630
57.000000	-0.000395	-0.000025	-1.774200
58.000000	-0.000402	-0.000025	-1.774770
59.000000	-0.000409	-0.000025	-1.775340
60.000000	-0.000416	-0.000025	-1.775910
61.000000	-0.000423	-0.000025	-1.776290
62.000000	-0.000430	-0.000025	-0.175986
63.000000	-0.000437	-0.000025	-0.172948
64.000000	-0.000444	-0.000025	-0.144466
65.000000	-0.000451	-0.000025	-0.156998
66.000000	-0.000458	-0.000024	-0.185100
67.000000	-0.000465	-0.000025	0.017501
68.000000	-0.000471	-0.000024	-0.200480
69.000000	-0.000479	-0.000026	-0.400993
70.000000	-0.000485	-0.000023	-0.374030
71.000000	-0.000492	-0.000026	-0.360738
72.000000	-0.000499	-0.000024	-0.382005
73.000000	-0.000505	-0.000023	-0.613278
74.000000	-0.000512	-0.000025	-0.781700
75.000000	-0.000520	-0.000026	-0.949744
76.000000	-0.000527	-0.000025	-1.015630
77.000000	-0.000533	-0.000024	-1.247470
78.000000	-0.000541	-0.000028	-0.970061
79.000000	-0.000547	-0.000023	-1.319630
80.000000	-0.000554	-0.000023	-1.123480
81.000000	-0.000561	-0.000025	-1.470010
82.000000	-0.000568	-0.000026	-1.283740
83.000000	-0.000574	-0.000022	-1.300260
84.000000	-0.000581	-0.000024	-1.087600
85.000000	-0.000587	-0.000024	-1.660460
86.000000	-0.000595	-0.000029	-1.205130
87.000000	-0.000603	-0.000029	-1.181780
88.000000	-0.000610	-0.000025	-0.470488
89.000000	-0.000617	-0.000026	-0.326180
90.000000	-0.000624	-0.000025	-0.093198
91.000000	-0.000631	-0.000025	-0.157757
92.000000	-0.000638	-0.000025	-0.171239
93.000000	-0.000645	-0.000025	-0.122819
94.000000	-0.000652	-0.000025	-0.124718
95.000000	-0.000659	-0.000025	-0.125288
96.000000	-0.000666	-0.000027	-0.228772
97.000000	-0.000673	-0.000024	-0.199910
98.000000	-0.000680	-0.000025	-0.312889
99.000000	-0.000687	-0.000025	-0.273204
100.000000	-0.000694	-0.000025	-0.246051
101.000000	-0.000701	-0.000025	-0.193644
102.000000	-0.000708	-0.000025	-0.152061
103.000000	-0.000714	-0.000022	-0.298458
104.000000	-0.000721	-0.000026	-0.095477
105.000000	-0.000728	-0.000025	-0.055032
106.000000	-0.000735	-0.000025	-0.108578
107.000000	-0.000742	-0.000025	0.019020
108.000000	-0.000749	-0.000025	-0.011550
109.000000	-0.000756	-0.000025	-0.030348
110.000000	-0.000763	-0.000025	0.043325
111.000000	-0.000770	-0.000025	0.070478
112.000000	-0.000777	-0.000025	0.062882
113.000000	-0.000783	-0.000025	0.047692
114.000000	-0.000790	-0.000025	0.067440
115.000000	-0.000797	-0.000025	0.049971
116.000000	-0.000804	-0.000025	0.046363
117.000000	-0.000811	-0.000025	0.058325
118.000000	-0.000818	-0.000025	0.086617
119.000000	-0.000825	-0.000025	0.091934
120.000000	-0.000832	-0.000025	0.083200
121.000000	-0.000839	-0.000025	0.084339
122.000000	-0.000846	-0.000025	0.073706
123.000000	-0.000853	-0.000025	0.049971
124.000000	-0.000860	-0.000025	0.064212
125.000000	-0.000867	-0.000025	0.069718
126.000000	-0.000873	-0.000025	0.090225
127.000000	-0.000880	-0.000025	0.125543
128.000000	-0.000887	-0.000025	0.124403
129.000000	-0.000894	-0.000025	0.148138
130.000000	-0.000901	-0.000025	0.160101
131.000000	-0.000908	-0.000025	0.163139
132.000000	-0.000915	-0.000025	0.186874
133.000000	-0.000922	-0.000025	0.191811
134.000000	-0.000929	-0.000025	0.192380
135.000000	-0.000936	-0.000025	0.203583
136.000000	-0.000943	-0.000025	0.203013
137.000000	-0.000950	-0.000025	0.204722
138.000000	-0.000957	-0.000025	0.216685
139.000000	-0.000964	-0.000025	0.226369
140.000000	-0.000971	-0.000025	0.236812
141.000000	-0.000978	-0.000025	0.239660
142.000000	-0.000985	-0.000025	0.244027
143.000000	-0.000992	-0.000025	0.239280
144.000000	-0.000999	-0.000025	0.237571
145.000000	-0.001006	-0.000025	0.240420
146.000000	-0.001012	-0.000025	0.262635
147.000000	-0.001019	-0.000025	0.270041
148.000000	-0.001026	-0.000025	0.270800
149.000000	-0.001033	-0.000025	0.272509
150.000000	-0.001040	-0.000025	0.276497
151.000000	-0.001047	-0.000025	0.279345
152.000000	-0.001054	-0.000025	0.279535
153.000000	-0.001061	-0.000025	0.282763
154.000000	-0.001068	-0.000025	0.279725
155.000000	-0.001075	-0.000025	0.279915
156.000000	-0.001082	-0.000025	0.288269
157.000000	-0.001089	-0.000025	0.290168
158.000000	-0.001096	-0.000025	0.293206
159.000000	-0.001103	-0.000025	0.295485
160.000000	-0.001110	-0.000025	0.299472
161.000000	-0.001117	-0.000025	0.300611
162.000000	-0.001124	-0.000025	0.301371
163.000000	-0.001131	-0.000025	0.302510
164.000000	-0.001137	-0.000025	0.301181
165.000000	-0.001144	-0.000025	0.299662
166.000000	-0.001151	-0.000025	0.303649
167.000000	-0.001158	-0.000025	0.294345
168.000000	-0.001165	-0.000025	0.290738
169.000000	-0.001172	-0.000025	0.290358
170.000000	-0.001179	-0.000025	0.292257
171.000000	-0.001186	-0.000025	0.315042
172.000000	-0.001193	-0.000025	0.310865
173.000000	-0.001200	-0.000025	0.302700
174.000000	-0.001207	-0.000025	0.305928
175.000000	-0.001214	-0.000025	0.322068
176.000000	-0.001221	-0.000025	0.323966
177.000000	-0.001228	-0.000025	0.321308
178.000000	-0.001235	-0.000025	0.330612
179.000000	-0.001242	-0.000025	0.335739
180.000000	-0.001249	-0.000025	0.335929
181.000000	-0.001256	-0.000025	0.343904
182.000000	-0.001262	-0.000025	0.344473
183.000000	-0.001269	-0.000025	0.341246
184.000000	-0.001276	-0.000025	0.341056
185.000000	-0.001283	-0.000025	0.341625
186.000000	-0.001290	-0.000025	0.355107
187.000000	-0.001297	-0.000025	0.347891
188.000000	-0.001304	-0.000025	0.336688
189.000000	-0.001311	-0.000025	0.335739
190.000000	-0.001318	-0.000025	0.336309
191.000000	-0.001325	-0.000025	0.347701
192.000000	-0.001332	-0.000025	0.348841
193.000000	-0.001339	-0.000025	0.363082
194.000000	-0.001346	-0.000025	0.361373
195.000000	-0.001353	-0.000025	0.351309
196.000000	-0.001360	-0.000025	0.343524
197.000000	-0.001367	-0.000025	0.338967
198.000000	-0.001374	-0.000025	0.346372
199.000000	-0.001380	-0.000025	0.356246
200.000000	-0.001387	-0.000025	0.345992
201.000000	-0.001394	-0.000025	0.367259
202.000000	-0.001401	-0.000025	0.354727
203.000000	-0.001408	-0.000025	0.352259
204.000000	-0.001415	-0.000025	0.351309
205.000000	-0.001422	-0.000025	0.354727
206.000000	-0.001429	-0.000025	0.354917
207.000000	-0.001436	-0.000025	0.352448
208.000000	-0.001443	-0.000025	0.339726
209.000000	-0.001450	-0.000025	0.268902
210.000000	-0.001457	-0.000025	0.355297
211.000000	-0.001463	-0.000025	0.353778
212.000000	-0.001470	-0.000025	0.354727
213.000000	-0.001477	-0.000025	0.341246
214.000000	-0.001484	-0.000025	0.370297
215.000000	-0.001491	-0.000025	0.373145
216.000000	-0.001498	-0.000025	0.385867
217.000000	-0.001505	-0.000025	0.387956
218.000000	-0.001512	-0.000025	0.384348
219.000000	-0.001519	-0.000025	0.391943
220.000000	-0.001526	-0.000025	0.388336
221.000000	-0.001533	-0.000025	0.390234
222.000000	-0.001540	-0.000025	0.383968
223.000000	-0.001547	-0.000025	0.387006
224.000000	-0.001554	-0.000025	0.405045
225.000000	-0.001561	-0.000025	0.400868
226.000000	-0.001567	-0.000025	0.388525
227.000000	-0.001574	-0.000024	0.380361
228.000000	-0.001581	-0.000025	0.403526
229.000000	-0.001588	-0.000025	0.398589
230.000000	-0.001595	-0.000025	0.413969
231.000000	-0.001602	-0.000025	0.401247
232.000000	-0.001609	-0.000025	0.392323
233.000000	-0.001616	-0.000025	0.391374
234.000000	-0.001623	-0.000025	0.400678
235.000000	-0.001630	-0.000025	0.404285
236.000000	-0.001637	-0.000025	0.398399
237.000000	-0.001643	-0.000025	0.403336
238.000000	-0.001650	-0.000025	0.408653
239.000000	-0.001657	-0.000025	0.408083
240.000000	-0.001664	-0.000025	0.426122
241.000000	-0.001671	-0.000025	0.421944
242.000000	-0.001678	-0.000025	0.417007
243.000000	-0.001685	-0.000025	0.412070
244.000000	-0.001692	-0.000025	0.404285
245.000000	-0.001699	-0.000025	0.403716
246.000000	-0.001706	-0.000025	0.401437
247.000000	-0.001713	-0.000025	0.401057
248.000000	-0.001720	-0.000025	0.404855
249.000000	-0.001727	-0.000025	0.396690
250.000000	-0.001733	-0.000025	0.394602
251.000000	-0.001740	-0.000025	0.389855
252.000000	-0.001747	-0.000025	0.387576
253.000000	-0.001754	-0.000024	0.372196
254.000000	-0.001761	-0.000025	0.382639
255.000000	-0.001768	-0.000025	0.394222
256.000000	-0.001775	-0.000025	0.375424
257.000000	-0.001782	-0.000025	0.401247
258.000000	-0.001788	-0.000025	0.401057
259.000000	-0.001795	-0.000025	0.386437
260.000000	-0.001802	-0.000025	0.387386
261.000000	-0.001809	-0.000025	0.386247
262.000000	-0.001816	-0.000025	0.348081
263.000000	-0.001823	-0.000025	0.368208
264.000000	-0.001830	-0.000025	0.364031
265.000000	-0.001837	-0.000025	0.306118
266.000000	-0.001844	-0.000025	0.349980
267.000000	-0.001851	-0.000025	0.351499
268.000000	-0.001858	-0.000025	0.347322
269.000000	-0.001864	-0.000025	0.354537
270.000000	-0.001871	-0.000025	0.344284
271.000000	-0.001878	-0.000025	0.334790
272.000000	-0.001885	-0.000025	0.339347
273.000000	-0.001892	-0.000025	0.334600
274.000000	-0.001899	-0.000025	0.319030
275.000000	-0.001906	-0.000025	0.312384
276.000000	-0.001913	-0.000025	0.281434
277.000000	-0.001920	-0.000025	0.286560
278.000000	-0.001927	-0.000025	0.366499
279.000000	-0.001934	-0.000025	0.326625
280.000000	-0.001941	-0.000025	0.357575
281.000000	-0.001947	-0.000025	0.351309
282.000000	-0.001954	-0.000025	0.345803
283.000000	-0.001961	-0.000025	0.344284
284.000000	-0.001968	-0.000025	0.337258
285.000000	-0.001975	-0.000025	0.339347
286.000000	-0.001982	-0.000025	0.339537
287.000000	-0.001989	-0.000025	0.338967
288.000000	-0.001996	-0.000025	0.325486
289.000000	-0.002003	-0.000025	0.328903
290.000000	-0.002010	-0.000025	0.323397
291.000000	-0.002017	-0.000025	0.326435
292.000000	-0.002023	-0.000025	0.325865
293.000000	-0.002030	-0.000025	0.324726
294.000000	-0.002037	-0.000025	0.332321
295.000000	-0.002044	-0.000025	0.325486
296.000000	-0.002051	-0.000025	0.322447
297.000000	-0.002058	-0.000025	0.320739
298.000000	-0.002065	-0.000025	0.310105
299.000000	-0.002072	-0.000025	0.315042
300.000000	-0.002079	-0.000025	0.322827
301.000000	-0.002086	-0.000025	0.318840
302.000000	-0.002092	-0.000025	0.310295
303.000000	-0.002099	-0.000025	0.320928
304.000000	-0.002106	-0.000025	0.322447
305.000000	-0.002113	-0.000025	0.322258
306.000000	-0.002120	-0.000025	0.322258
307.000000	-0.002127	-0.000025	0.322068
308.000000	-0.002134	-0.000025	0.319409
309.000000	-0.002141	-0.000025	0.304599
310.000000	-0.002148	-0.000025	0.272129
311.000000	-0.002155	-0.000025	0.291307
312.000000	-0.002162	-0.000025	0.287510
313.000000	-0.002168	-0.000025	0.285231
314.000000	-0.002175	-0.000025	0.293016
315.000000	-0.002182	-0.000025	0.296054
316.000000	-0.002189	-0.000025	0.287510
317.000000	-0.002196	-0.000025	0.266623
318.000000	-0.002203	-0.000025	0.300801
