time	charge	amps	volts
1.000000	-0.000027	-0.000099	-1.510650
2.000000	-0.000055	-0.000100	-1.748570
3.000000	-0.000083	-0.000100	-1.853000
4.000000	-0.000110	-0.000099	-2.001110
5.000000	-0.000138	-0.000100	-2.091300
6.000000	-0.000166	-0.000100	-2.247000
7.000000	-0.000193	-0.000100	-2.361500
8.000000	-0.000221	-0.000100	-2.420360
9.000000	-0.000249	-0.000099	-2.527640
10.000000	-0.000276	-0.000099	-2.832020
11.000000	-0.000304	-0.000100	-2.956960
12.000000	-0.000332	-0.000100	-2.982970
13.000000	-0.000360	-0.000101	-2.984680
14.000000	-0.000388	-0.000100	-2.871130
15.000000	-0.000415	-0.000100	-2.841320
16.000000	-0.000443	-0.000100	-2.870560
17.000000	-0.000471	-0.000100	-2.897340
18.000000	-0.000498	-0.000100	-2.940820
19.000000	-0.000526	-0.000100	-2.975380
20.000000	-0.000554	-0.000100	-3.009360
21.000000	-0.000582	-0.000100	-2.991330
22.000000	-0.000609	-0.000100	-2.999490
23.000000	-0.000637	-0.000100	-3.016200
24.000000	-0.000665	-0.000100	-3.020570
25.000000	-0.000693	-0.000100	-3.057970
26.000000	-0.000720	-0.000100	-3.091010
27.000000	-0.000748	-0.000100	-3.121390
28.000000	-0.000776	-0.000100	-3.113040
29.000000	-0.000804	-0.000100	-3.142090
30.000000	-0.000831	-0.000100	-3.182720
31.000000	-0.000859	-0.000100	-3.181200
32.000000	-0.000887	-0.000100	-3.121770
33.000000	-0.000915	-0.000100	-3.102220
34.000000	-0.000942	-0.000100	-3.128990
35.000000	-0.000970	-0.000100	-3.086460
36.000000	-0.000998	-0.000100	-3.014110
37.000000	-0.001026	-0.000100	-2.984870
38.000000	-0.001054	-0.000100	-3.050000
39.000000	-0.001081	-0.000100	-3.049050
40.000000	-0.001109	-0.000100	-3.085130
41.000000	-0.001137	-0.000100	-3.146460
42.000000	-0.001165	-0.000100	-3.178550
43.000000	-0.001192	-0.000100	-3.210260
44.000000	-0.001220	-0.000100	-3.191460
45.000000	-0.001248	-0.000100	-3.131840
46.000000	-0.001276	-0.000100	-3.111140
47.000000	-0.001304	-0.000100	-3.084940
48.000000	-0.001331	-0.000100	-3.092910
49.000000	-0.001359	-0.000100	-3.098230
50.000000	-0.001387	-0.000100	-3.136770
51.000000	-0.001415	-0.000100	-3.150250
52.000000	-0.001442	-0.000100	-3.172660
53.000000	-0.001470	-0.000100	-3.178170
54.000000	-0.001498	-0.000100	-3.228860
55.000000	-0.001526	-0.000100	-3.279940
56.000000	-0.001553	-0.000100	-3.266840
57.000000	-0.001581	-0.000100	-3.227350
58.000000	-0.001609	-0.000100	-3.243490
59.000000	-0.001636	-0.000096	-4.429850
60.000000	-0.001663	-0.000100	-4.475610
61.000000	-0.001691	-0.000100	-4.518900
62.000000	-0.001719	-0.000100	-4.572450
63.000000	-0.001747	-0.000100	-4.625240
64.000000	-0.001774	-0.000100	-4.673850
65.000000	-0.001802	-0.000100	-4.714290
66.000000	-0.001830	-0.000100	-4.749610
67.000000	-0.001858	-0.000100	-4.779800
68.000000	-0.001885	-0.000100	-4.805620
69.000000	-0.001913	-0.000100	-4.829170
70.000000	-0.001941	-0.000100	-4.850810
71.000000	-0.001969	-0.000100	-4.869800
72.000000	-0.001996	-0.000100	-4.887080
73.000000	-0.002024	-0.000100	-4.904550
74.000000	-0.002052	-0.000100	-4.919550
75.000000	-0.002080	-0.000100	-4.933410
76.000000	-0.002107	-0.000100	-4.945750
77.000000	-0.002135	-0.000100	-4.959230
78.000000	-0.002163	-0.000100	-4.971200
79.000000	-0.002191	-0.000100	-4.981640
80.000000	-0.002218	-0.000100	-4.992270
81.000000	-0.002246	-0.000100	-5.001770
82.000000	-0.002274	-0.000100	-5.010120
83.000000	-0.002302	-0.000100	-5.018670
84.000000	-0.002329	-0.000100	-5.027400
85.000000	-0.002357	-0.000100	-5.035380
86.000000	-0.002385	-0.000100	-5.042590
87.000000	-0.002413	-0.000100	-5.049240
88.000000	-0.002440	-0.000100	-5.055310
89.000000	-0.002468	-0.000100	-5.061390
90.000000	-0.002496	-0.000100	-5.067280
91.000000	-0.002524	-0.000100	-5.072210
92.000000	-0.002551	-0.000100	-5.077910
93.000000	-0.002579	-0.000100	-5.082850
94.000000	-0.002607	-0.000100	-5.087020
95.000000	-0.002635	-0.000100	-5.092530
96.000000	-0.002662	-0.000100	-5.096900
97.000000	-0.002690	-0.000100	-5.100880
98.000000	-0.002718	-0.000100	-5.104680
99.000000	-0.002746	-0.000100	-5.106960
100.000000	-0.002773	-0.000100	-5.106960
101.000000	-0.002801	-0.000100	-5.106960
102.000000	-0.002829	-0.000100	-5.106960
103.000000	-0.002857	-0.000100	-5.106960
104.000000	-0.002882	-0.000091	-4.315350
105.000000	-0.002910	-0.000100	-5.106960
106.000000	-0.002938	-0.000100	-5.106960
107.000000	-0.002965	-0.000100	-5.106960
108.000000	-0.002993	-0.000100	-5.106960
109.000000	-0.003021	-0.000100	-5.106960
110.000000	-0.003049	-0.000100	-5.106960
111.000000	-0.003076	-0.000100	-5.106960
112.000000	-0.003104	-0.000100	-5.106960
