time	charge	amps	volts
2.000000	-0.000000	-0.000000	-3.998030
4.000000	-0.000001	-0.000001	-3.998410
6.000000	-0.000001	-0.000000	-3.998410
8.000000	-0.000001	-0.000001	-3.998410
10.000000	-0.000001	-0.000000	-3.998410
12.000000	-0.000002	-0.000000	-3.998410
14.000000	-0.000002	-0.000001	-3.998410
16.000000	-0.000002	-0.000000	-3.998410
18.000000	-0.000003	-0.000001	-3.998410
20.000000	-0.000003	-0.000000	-3.998410
22.000000	-0.000003	-0.000000	-3.998410
24.000000	-0.000003	-0.000000	-3.998410
26.000000	-0.000004	-0.000000	-3.998410
28.000000	-0.000004	-0.000000	-3.998410
30.000000	-0.000004	-0.000000	-3.998410
32.000000	-0.000004	-0.000000	-3.998410
34.000000	-0.000005	-0.000000	-3.998410
36.000000	-0.000005	-0.000001	-3.998410
38.000000	-0.000005	-0.000000	-3.998410
40.000000	-0.000006	-0.000000	-3.998410
42.000000	-0.000006	-0.000000	-3.998410
44.000000	-0.000006	-0.000000	-3.998410
46.000000	-0.000006	-0.000000	-3.998410
48.000000	-0.000007	-0.000000	-3.998410
50.000000	-0.000007	-0.000001	-3.998410
52.000000	-0.000007	-0.000000	-3.998410
54.000000	-0.000007	-0.000000	-3.998410
56.000000	-0.000008	-0.000000	-3.998410
58.000000	-0.000008	-0.000000	-3.998410
60.000000	-0.000008	-0.000000	-3.998410
62.000000	-0.000008	-0.000000	-3.998410
64.000000	-0.000009	-0.000000	-3.998410
66.000000	-0.000009	-0.000000	-3.998410
68.000000	-0.000009	-0.000000	-3.998410
70.000000	-0.000009	-0.000000	-3.998410
72.000000	-0.000010	-0.000000	-3.998410
74.000000	-0.000010	-0.000000	-3.998410
76.000000	-0.000010	-0.000000	-3.998410
78.000000	-0.000010	-0.000000	-3.998410
80.000000	-0.000011	-0.000000	-3.998410
82.000000	-0.000011	-0.000000	-3.998410
84.000000	-0.000011	-0.000000	-3.998410
86.000000	-0.000011	-0.000000	-3.998410
88.000000	-0.000012	-0.000000	-3.998410
90.000000	-0.000012	-0.000000	-3.998410
92.000000	-0.000012	-0.000000	-3.998410
94.000000	-0.000012	-0.000000	-3.998410
96.000000	-0.000013	-0.000000	-3.998410
98.000000	-0.000013	-0.000000	-3.998410
100.000000	-0.000013	-0.000000	-3.998410
102.000000	-0.000013	-0.000000	-3.998410
104.000000	-0.000014	-0.000000	-3.998410
106.000000	-0.000014	-0.000000	-3.998410
108.000000	-0.000014	-0.000000	-3.998410
110.000000	-0.000014	-0.000000	-3.998410
112.000000	-0.000015	-0.000000	-3.998410
114.000000	-0.000015	-0.000000	-3.998410
116.000000	-0.000015	-0.000000	-3.998410
118.000000	-0.000016	-0.000000	-3.998410
120.000000	-0.000016	-0.000000	-3.998410
122.000000	-0.000016	-0.000000	-3.998410
124.000000	-0.000016	-0.000000	-3.998410
126.000000	-0.000017	-0.000000	-3.998410
128.000000	-0.000017	-0.000000	-3.998410
130.000000	-0.000017	-0.000000	-3.998410
132.000000	-0.000017	-0.000000	-3.998410
134.000000	-0.000018	-0.000000	-3.998410
136.000000	-0.000018	-0.000000	-3.998410
138.000000	-0.000018	-0.000000	-3.998410
140.000000	-0.000018	-0.000000	-3.998410
142.000000	-0.000019	-0.000000	-3.998410
144.000000	-0.000019	-0.000000	-3.998410
146.000000	-0.000019	-0.000000	-3.998410
148.000000	-0.000019	-0.000000	-3.998410
150.000000	-0.000020	-0.000000	-3.998410
152.000000	-0.000020	-0.000000	-3.998410
154.000000	-0.000020	-0.000000	-3.998410
156.000000	-0.000020	-0.000000	-3.998410
158.000000	-0.000021	-0.000000	-3.998410
160.000000	-0.000021	-0.000000	-3.998410
162.000000	-0.000021	-0.000000	-3.998410
164.000000	-0.000021	-0.000000	-3.998410
166.000000	-0.000022	-0.000000	-3.998410
168.000000	-0.000022	-0.000000	-3.998410
170.000000	-0.000022	-0.000000	-3.998410
172.000000	-0.000022	-0.000000	-3.998410
174.000000	-0.000023	-0.000000	-3.998410
176.000000	-0.000023	-0.000000	-3.998410
178.000000	-0.000023	-0.000000	-3.998410
180.000000	-0.000023	-0.000000	-3.998410
182.000000	-0.000024	-0.000000	-3.998410
184.000000	-0.000024	-0.000000	-3.998410
186.000000	-0.000024	-0.000000	-3.998410
188.000000	-0.000024	-0.000000	-3.998410
190.000000	-0.000025	-0.000000	-3.998410
192.000000	-0.000025	-0.000000	-3.998410
